Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDF34,OUT035,3073.015407632566
FDP03,OUT027,2998.4030270985486
FDD32,OUT010,193.55368217857193
FDZ10,OUT045,2017.301670701261
FDZ40,OUT035,868.5919453916114
FDD51,OUT018,620.5817753254764
NCY30,OUT019,429.5563738132862
FDP58,OUT017,3663.164839130939
FDV49,OUT017,4204.215663591623
FDY24,OUT019,130.96688777431092
NCO55,OUT017,1652.4561423306216
FDR13,OUT017,1916.0533887959987
FDS51,OUT017,998.8855767163353
FDP26,OUT045,1647.9564986642122
NCB54,OUT027,3011.37352036416
FDF32,OUT017,3063.645233738674
FDN31,OUT018,3023.982189651436
DRM48,OUT017,591.498135646591
FDN20,OUT049,2798.7617134246934
DRL01,OUT046,3768.607660007266
FDV56,OUT049,1647.099781947216
DRH13,OUT027,2887.3299916273413
FDA03,OUT017,2499.1946393419785
FDF47,OUT027,5862.851334945594
FDX32,OUT046,2512.1405808308377
FDX57,OUT049,1531.0349340490534
NCA30,OUT045,3001.760011639552
FDO49,OUT013,828.8220913208629
FDL04,OUT019,247.98390755661364
DRM48,OUT035,600.1284859862178
FDR16,OUT013,3538.831216664526
NCC19,OUT018,3025.5026861965725
NCE42,OUT045,3928.6101035358756
FDY24,OUT017,869.5630834013634
FDH19,OUT049,2864.707976439868
FDJ46,OUT013,2867.484754932613
FDN45,OUT010,574.389075290413
FDY08,OUT035,2027.0695920573157
FDZ37,OUT035,1365.437362140624
NCT30,OUT045,760.6470841080909
DRY23,OUT018,612.7390710341119
NCZ30,OUT018,1988.342432684234
FDC44,OUT018,1847.1414185280166
FDB45,OUT035,1647.033469758204
FDY04,OUT013,2564.937546528217
FDM27,OUT046,2568.6848258814452
FDZ43,OUT017,3945.8373007170944
FDT39,OUT019,365.04174190359083
NCC06,OUT019,283.6101466274924
FDL15,OUT027,4086.2968505031504
FDL57,OUT017,4118.894621062404
FDU08,OUT046,1556.3007162689348
FDK40,OUT017,4200.700235922111
FDQ12,OUT010,572.3334157925699
FDS48,OUT017,2502.1712280377337
FDP09,OUT045,3679.3725756225376
FDW21,OUT049,1561.8432547095074
FDY25,OUT035,3092.1617125338444
DRE13,OUT017,1357.8139958440825
FDV43,OUT019,130.96688777431092
FDD22,OUT045,1733.1024158365271
FDM46,OUT019,233.76078989148064
NCO30,OUT010,473.7384789610585
FDM25,OUT046,2880.3985040615894
NCN41,OUT049,2035.4693305782475
FDU24,OUT045,1464.6770593907586
FDZ50,OUT046,3137.1839305212184
FDP45,OUT013,4062.588699055844
NCM54,OUT045,2013.3454084189527
FDW10,OUT019,423.2753594763719
FDP20,OUT017,2013.3101518191847
FDK32,OUT046,2512.602258406167
FDN52,OUT049,1363.1450895289256
FDM58,OUT045,1722.6887851001406
FDZ46,OUT027,2919.935443555003
NCA18,OUT018,1861.0432628778135
FDD35,OUT046,2083.6422008597306
NCK31,OUT035,758.5196173970259
FDI40,OUT027,2857.2072554038114
FDT50,OUT019,237.50664383124283
NCT06,OUT046,2623.5991947461944
FDT31,OUT035,3006.723735447196
FDT45,OUT049,866.7456050921922
FDT13,OUT045,3081.924100565662
FDO50,OUT045,1386.527827756337
NCU18,OUT010,281.49185331479913
NCR54,OUT049,3081.7601039947867
NCO18,OUT018,2827.618837098546
FDU09,OUT045,874.1306570465999
FDT13,OUT018,3002.54135760162
FDE09,OUT046,1750.359625320503
NCK53,OUT019,246.6104725120068
FDG45,OUT049,3585.5439064910274
DRH15,OUT035,667.3834299756692
FDO21,OUT019,572.8249989580988
FDD14,OUT027,5106.689732372379
FDC09,OUT046,1649.8820386038583
FDH45,OUT027,1019.7820696970964
FDV32,OUT046,1136.5528229302681
FDG12,OUT035,1987.6130098820472
FDS32,OUT013,2066.640722010826
NCL55,OUT018,3755.3303120831315
DRE01,OUT035,3899.488720169006
DRE15,OUT049,1275.8871852911307
NCL42,OUT045,3972.0049987874977
FDP31,OUT013,1222.2548146307083
FDN33,OUT018,1446.869397811466
FDZ59,OUT046,2560.7638836259307
FDE45,OUT010,427.21736498513985
FDJ07,OUT013,1987.4913288751661
FDQ45,OUT018,3017.994751481876
FDM33,OUT027,5862.851334945594
FDO15,OUT010,151.5536616663312
FDM46,OUT013,1479.853162683739
FDR03,OUT045,3426.3446575429703
FDY49,OUT018,2636.536328422097
FDQ60,OUT045,1934.7562884633403
FDW10,OUT049,2855.300218832699
FDO51,OUT049,688.1220109280023
FDJ40,OUT018,1633.4907874648898
FDS20,OUT018,3038.93949720044
FDU45,OUT013,1803.8253113165367
FDV02,OUT035,2792.774600793498
FDN09,OUT046,3949.763960414379
NCM55,OUT027,5118.536051611763
FDN23,OUT018,2366.2655729790094
FDY31,OUT010,363.98200709508745
FDW03,OUT010,242.49649848097695
FDD14,OUT046,3047.335761670951
FDV23,OUT017,2002.7005166582665
DRI03,OUT045,2895.148590989914
FDN13,OUT035,1570.5871134442477
FDF45,OUT027,1317.3543340327792
FDU46,OUT035,1363.7186579629345
FDB57,OUT049,3716.2850334109016
FDV12,OUT049,1568.2690958500339
FDQ58,OUT013,2415.714886488799
NCA18,OUT017,1894.0734383827773
FDH52,OUT049,988.5289458469679
FDM24,OUT018,2373.3359931611385
NCP43,OUT027,4827.188958280905
NCO18,OUT019,425.3597392621011
FDM32,OUT017,1399.9489321829349
NCL07,OUT017,597.0508059945049
FDK03,OUT013,4044.6008228796372
FDP59,OUT017,1646.3323883544854
FDQ24,OUT049,4077.443571362956
FDQ16,OUT018,1633.3866595314018
FDU44,OUT013,2533.8727260766823
FDH28,OUT010,130.96688777431092
FDV28,OUT019,130.96688777431092
FDM22,OUT045,868.9327911900431
FDR56,OUT046,3099.9717928310642
FDV39,OUT049,3095.614579865678
FDU37,OUT019,170.36654264503986
FDQ11,OUT010,573.1320346422614
FDX02,OUT045,3785.88126828108
NCS42,OUT018,1444.765587396499
FDY57,OUT027,2825.906419431776
FDB21,OUT049,3835.8851327527723
FDE28,OUT017,3812.037526903969
FDQ55,OUT017,1930.6923989608147
FDA48,OUT049,3648.2176758675882
FDZ19,OUT045,2866.2763870392855
NCC43,OUT045,3979.53944200332
NCV18,OUT046,1360.0149431872687
NCA42,OUT018,2462.373082777229
FDY45,OUT046,4162.552153280239
NCC30,OUT045,2958.8954123091207
FDM57,OUT013,1422.5524921170615
FDL09,OUT010,384.0734637875593
FDB09,OUT027,2998.4030270985486
FDT44,OUT035,1939.1947524338857
NCT06,OUT027,4258.246090263074
FDX26,OUT049,3123.4994300658304
FDK32,OUT013,2474.5300912511216
DRA12,OUT046,2122.1320549356715
FDO46,OUT010,489.0075844674547
FDE52,OUT013,1422.7796908495525
NCH42,OUT045,3861.4343011481196
FDV08,OUT035,620.8991822709066
FDB47,OUT018,3375.2163284139324
FDC28,OUT010,258.86115754654094
FDD22,OUT046,1928.2667860056588
FDS07,OUT027,2926.3031220538
DRI13,OUT045,3696.179080525447
FDG32,OUT018,3440.870841704564
FDU14,OUT017,4096.472525118498
FDD28,OUT019,130.96688777431092
NCP41,OUT017,1659.674340565237
FDS08,OUT049,2888.9227039030943
FDX47,OUT045,2533.6597779954773
FDC53,OUT019,246.6104725120068
FDQ19,OUT035,4000.642346693696
FDL14,OUT045,2488.325722603658
FDM33,OUT019,574.0820396062505
FDA51,OUT045,1885.9866497065739
FDZ27,OUT018,757.0188881993101
FDT04,OUT046,655.3704866005293
DRC13,OUT049,2047.0604412901694
FDR16,OUT027,5862.851334945594
FDQ03,OUT027,5862.851334945594
FDE38,OUT035,2720.3645882425462
DRH23,OUT027,1270.8054172552252
FDT11,OUT019,488.43604434317837
FDD09,OUT035,3023.6011721008254
FDR40,OUT045,1339.4550651602685
FDX07,OUT017,3025.9630927311273
FDR07,OUT035,1541.9825186333796
FDA51,OUT017,1885.071853314105
FDT59,OUT019,573.0049291920941
FDF20,OUT017,3087.9654479171854
FDR13,OUT045,1907.601303688656
FDY26,OUT049,3633.1340711797484
FDW04,OUT017,2015.9235696677592
FDK52,OUT017,3788.4899536623006
FDN60,OUT049,2552.0800399891828
FDM09,OUT019,408.52573575149455
FDP46,OUT049,1357.6340796263792
FDB50,OUT019,170.1407082868955
NCQ29,OUT049,4041.1637488041592
FDP16,OUT027,5862.851334945594
FDX33,OUT018,2473.0474202275827
FDP07,OUT010,506.3299552706968
FDN22,OUT046,3969.72362959085
FDF39,OUT049,4156.751557522419
FDS21,OUT017,962.4270367568186
NCM42,OUT013,1650.0576484846026
FDK50,OUT019,382.1389920094441
DRF13,OUT027,4034.3156619137008
FDH35,OUT018,2511.918957866021
FDP60,OUT018,1553.6678383771305
DRJ49,OUT027,3011.37352036416
NCT42,OUT019,364.81762435169753
FDE38,OUT049,2695.019847386092
FDI04,OUT049,3122.571975982012
NCH54,OUT045,2582.9450926506474
FDT56,OUT049,913.8601503653147
DRD15,OUT018,3520.8187597780106
FDV58,OUT013,3009.908930371904
FDP21,OUT049,3138.7641832628624
FDH05,OUT013,3705.6809297091118
FDR10,OUT027,4232.815254713595
NCP06,OUT045,2520.443693648127
FDF33,OUT049,1645.0669862924933
DRK37,OUT013,3102.0063161173443
DRH49,OUT045,1330.8986693146776
FDT58,OUT013,2649.765843447647
FDD41,OUT018,1627.9939327137315
FDP40,OUT018,1687.3822026323746
FDM51,OUT027,2856.463688152111
FDO45,OUT010,197.45322152186472
FDW33,OUT010,242.28958592044816
FDY24,OUT045,870.8794069113395
FDB10,OUT010,573.2186490089724
FDM40,OUT035,2056.978485606319
NCI06,OUT017,3082.3259912499775
FDW12,OUT019,339.673520582681
FDX48,OUT027,4097.120528168016
NCW05,OUT027,2883.4158599197635
FDX27,OUT017,1523.237872603315
DRM37,OUT045,3080.9353625191848
FDA38,OUT045,3984.8416774595885
FDR36,OUT046,654.8398858147821
FDZ45,OUT046,3132.064272952406
FDG05,OUT017,2533.1582186578844
FDK28,OUT013,4210.514731851516
FDV47,OUT045,1351.6463695617558
FDN21,OUT045,2591.685532021231
FDP20,OUT027,3005.0012661125015
FDI35,OUT045,3099.5056301626655
DRY23,OUT013,711.526952885515
FDA56,OUT017,2031.285764702429
FDB09,OUT013,2019.5487180351813
NCO26,OUT027,2937.3456221528927
FDQ49,OUT018,2451.617329569298
FDI52,OUT027,2998.4030270985486
FDZ44,OUT027,2937.3456221528927
FDZ09,OUT018,2519.5056327691154
FDY03,OUT049,1918.1658160723146
NCG42,OUT017,2032.2190819275936
DRI13,OUT027,5862.851334945594
FDQ32,OUT013,2035.26106991435
FDW16,OUT035,1387.3352800208359
FDU27,OUT046,789.9184831760464
FDR28,OUT010,381.83230064949726
FDQ49,OUT010,377.68927815377174
FDS37,OUT046,1950.964999004176
FDW26,OUT018,3425.0979709997982
FDX12,OUT018,3636.6780746499203
NCP06,OUT013,2464.988538457542
FDW45,OUT010,363.20329927594764
NCN30,OUT049,1502.2164629204626
FDN24,OUT049,867.0926030604215
NCL41,OUT027,1009.8640581823332
FDR02,OUT019,261.5758812615236
FDD09,OUT010,443.82642797582156
FDS33,OUT010,197.41386454838556
FDU22,OUT045,1977.7183492840395
FDI53,OUT013,2516.1863863387944
DRH01,OUT049,2868.778835870584
FDX32,OUT013,2099.4379431948632
NCP30,OUT018,606.7805794619188
FDB60,OUT045,3071.639054227593
FDB14,OUT049,1454.5103830340204
NCP02,OUT035,872.517042286881
FDJ10,OUT017,2023.4496645581646
FDG34,OUT046,1724.900636279551
NCB18,OUT017,1362.379896326834
FDM16,OUT049,1127.702385437048
FDW25,OUT018,1342.6978117439844
FDB35,OUT010,223.68942804754676
DRN11,OUT013,2110.737222099045
FDF41,OUT019,572.91161332481
FDH16,OUT045,1369.8141367143407
NCQ50,OUT018,3373.249932292793
DRH23,OUT018,895.2225654836761
DRJ37,OUT013,2419.8072246832057
DRJ24,OUT027,5106.689732372379
FDY16,OUT035,3045.856190294023
FDQ27,OUT045,1650.617096698731
FDZ33,OUT045,2478.640001833931
FDF29,OUT045,2070.6831742818836
FDA08,OUT049,2573.8181974825225
FDG31,OUT046,1126.6060211320964
FDE34,OUT019,460.8320669218319
NCR30,OUT027,1436.8838818335428
FDV33,OUT035,4178.645530558839
DRZ24,OUT018,1936.592180750602
NCL54,OUT035,2894.35894915844
FDR12,OUT049,2910.9870492894474
NCC54,OUT046,3860.6343180689314
DRN59,OUT013,820.7123769740996
FDX50,OUT019,262.01145097893453
FDV31,OUT027,4763.332742812255
NCA29,OUT027,4414.390000437628
FDW60,OUT049,2926.4026949314934
FDX08,OUT017,3114.524192951088
DRD49,OUT013,3763.962848375124
FDD33,OUT046,3739.525468394674
FDW35,OUT013,709.1399642562776
FDJ36,OUT017,1647.6347422936285
FDV51,OUT035,2702.7508937511157
FDW36,OUT046,1650.9397368290165
FDH35,OUT046,2594.2617757217404
NCS30,OUT027,3011.37352036416
FDN49,OUT017,604.1473759034484
FDL08,OUT018,3625.988986194639
FDI09,OUT013,3813.070805901656
FDP19,OUT018,1975.8931309610873
FDU21,OUT010,130.96688777431092
NCP41,OUT045,1652.0225510281557
FDY10,OUT013,1820.0942514181534
FDP12,OUT018,591.1381316402069
NCN26,OUT049,1944.4484557426522
FDK44,OUT013,2835.7642512612156
FDC28,OUT049,1653.6103254935172
FDJ41,OUT027,5862.851334945594
NCT29,OUT035,1996.7648246506903
NCH42,OUT019,572.8249989580988
FDU60,OUT018,2605.336345564953
FDS02,OUT045,3096.254111033003
FDC51,OUT046,2084.266130101535
FDU03,OUT013,3030.8036872898106
FDX39,OUT045,3696.9709062803236
NCY05,OUT010,130.96688777431092
NCL06,OUT027,5862.851334945594
FDD32,OUT035,1286.919454363296
NCN41,OUT045,1999.3319382063041
NCX53,OUT049,2137.2892123594534
FDU57,OUT019,364.6249072936428
FDQ23,OUT046,1649.6842176308753
FDQ52,OUT045,4022.362644837877
FDC14,OUT045,623.6070099360686
FDY09,OUT035,2925.843419618219
FDQ28,OUT045,2544.877492940244
FDV25,OUT046,3725.045995270419
FDJ07,OUT035,1944.139340152484
DRB25,OUT049,1644.1420941842835
FDK52,OUT019,574.0820396062505
FDY52,OUT027,1393.1243115765603
FDB28,OUT046,3107.5295932378212
FDT36,OUT035,599.8789401990637
FDV25,OUT017,3789.519394811874
NCN07,OUT027,3011.37352036416
FDC57,OUT017,3025.0969064363894
FDQ03,OUT018,3551.2447801210615
FDU23,OUT017,2732.6296496058785
NCX41,OUT035,3676.169207223308
NCD06,OUT035,757.1302490316007
FDW08,OUT045,1651.1488922068454
NCU29,OUT017,2452.5005090397403
NCE06,OUT013,2493.9511843327537
FDV52,OUT010,270.8382488298181
FDB02,OUT017,2916.9574022413253
NCR18,OUT045,631.1192737808648
FDK16,OUT049,1501.515596287497
NCQ29,OUT010,574.0172678586639
FDZ01,OUT019,248.23650499154243
FDW27,OUT035,2533.785528955732
FDD17,OUT018,3586.9886894826755
FDW39,OUT013,2884.16675278849
DRH59,OUT045,1102.215841806507
FDS52,OUT013,1637.351482651242
FDU40,OUT027,5752.918723721585
NCF54,OUT013,2833.2408463559823
FDH46,OUT045,1649.9770663131703
NCP14,OUT049,1644.8605570506156
FDH50,OUT049,3145.7269928901114
DRF15,OUT010,367.2914687195101
FDV27,OUT027,2530.647852165063
NCJ06,OUT049,2036.201893953507
FDN02,OUT018,3199.534093152029
FDQ51,OUT049,779.7332042318948
FDQ07,OUT017,3743.3138283864096
FDS45,OUT049,1645.3068215464625
NCJ06,OUT045,2006.5952402048179
FDD36,OUT035,1953.6201693596365
FDY25,OUT045,3111.9960245190155
FDU52,OUT046,2461.4647110005885
DRK47,OUT017,3831.4491572436264
NCL30,OUT017,2012.7081297808988
FDN22,OUT035,3996.8981749725785
NCF30,OUT027,3003.4917273695914
FDK03,OUT035,4103.853493874597
FDT45,OUT017,871.1499917930979
NCC54,OUT027,5862.851334945594
FDP08,OUT018,2916.390155509925
