Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB53,OUT046,2376.0
DRP47,OUT019,2052.0
FDA14,OUT013,2338.0
DRC24,OUT035,2572.0
FDW21,OUT018,1398.0
NCH29,OUT046,1576.0
FDU58,OUT013,3066.0
FDY27,OUT017,2930.0
FDV56,OUT035,1946.0
FDT59,OUT046,3684.0
FDB23,OUT046,3648.0
FDR49,OUT045,690.0
FDB03,OUT010,1906.0
FDN39,OUT045,2614.0
FDX02,OUT027,4968.0
FDQ16,OUT027,3176.0
FDU35,OUT018,1322.0
NCT29,OUT013,1952.0
FDZ27,OUT046,840.0
FDN57,OUT017,2346.0
FDA03,OUT018,2094.0
FDZ36,OUT045,2918.0
NCU05,OUT013,1316.0
FDT39,OUT018,2186.0
FDK60,OUT017,1706.0
FDZ25,OUT017,2842.0
FDG12,OUT046,2036.0
DRB01,OUT019,1128.0
NCC43,OUT027,5358.0
FDX13,OUT019,2044.0
FDM22,OUT049,1040.0
FDJ03,OUT027,2290.0
FDU14,OUT018,3678.0
FDB33,OUT010,630.0
FDP27,OUT046,3036.0
FDO38,OUT010,-678.0
FDE28,OUT027,5126.0
FDO27,OUT035,1690.0
DRL23,OUT027,3158.0
FDS28,OUT046,988.0
FDX24,OUT013,1530.0
FDZ02,OUT035,1742.0
FDL46,OUT045,1814.0
FDS60,OUT027,4284.0
NCO06,OUT017,634.0
FDO16,OUT035,1526.0
FDC60,OUT049,1560.0
FDA48,OUT018,3194.0
FDZ36,OUT027,4432.0
FDK27,OUT045,1882.0
FDW23,OUT018,378.0
FDM14,OUT018,1506.0
FDM14,OUT013,1778.0
FDW60,OUT018,2598.0
FDE21,OUT013,1902.0
NCM42,OUT035,1880.0
FDY59,OUT010,-394.0
DRI49,OUT049,1396.0
FDT28,OUT019,524.0
FDQ22,OUT018,406.0
FDR60,OUT049,1344.0
FDC50,OUT019,-388.0
FDV24,OUT013,2430.0
DRF48,OUT010,1066.0
FDQ47,OUT046,664.0
DRN36,OUT049,1676.0
NCY06,OUT035,2174.0
FDE52,OUT035,1642.0
NCB54,OUT045,1940.0
NCF31,OUT035,2548.0
FDJ08,OUT027,4434.0
NCC07,OUT017,1794.0
NCD19,OUT027,2312.0
FDL46,OUT049,2024.0
FDM20,OUT045,3826.0
NCI06,OUT010,918.0
DRM11,OUT035,4218.0
NCH07,OUT018,2212.0
FDS23,OUT013,2074.0
FDO49,OUT018,590.0
FDS35,OUT049,1176.0
DRK39,OUT045,1262.0
DRI39,OUT049,1060.0
FDV04,OUT017,2634.0
NCN14,OUT035,3006.0
FDH08,OUT013,3686.0
FDS20,OUT046,2932.0
FDV40,OUT049,1360.0
FDZ48,OUT010,-150.0
FDS24,OUT027,2896.0
FDK44,OUT049,2872.0
FDS48,OUT045,2342.0
FDK26,OUT010,1094.0
FDD23,OUT045,2970.0
NCH54,OUT017,2642.0
NCP14,OUT010,-258.0
FDM60,OUT010,-1206.0
FDV24,OUT017,2502.0
FDH08,OUT018,3352.0
FDS12,OUT027,3450.0
FDR39,OUT027,4300.0
FDP12,OUT027,2104.0
DRF60,OUT027,5162.0
FDC09,OUT035,1846.0
FDF50,OUT018,2854.0
FDG28,OUT035,4038.0
NCE19,OUT017,986.0
NCM53,OUT010,-206.0
NCN18,OUT049,1864.0
FDF32,OUT035,3298.0
FDF11,OUT013,3858.0
DRI59,OUT049,3668.0
NCG54,OUT035,2804.0
FDM44,OUT046,1668.0
FDT57,OUT018,3470.0
FDV24,OUT046,2424.0
FDI50,OUT019,1768.0
FDS09,OUT035,1030.0
NCC31,OUT027,3882.0
FDQ07,OUT019,1608.0
FDC22,OUT017,3166.0
FDZ56,OUT046,2728.0
FDZ40,OUT019,-984.0
FDS46,OUT027,3380.0
DRD24,OUT045,2174.0
FDV45,OUT017,3106.0
FDL26,OUT045,2414.0
FDA56,OUT018,1708.0
FDN27,OUT046,1928.0
FDM20,OUT049,3992.0
FDO16,OUT017,1458.0
FDL03,OUT035,3294.0
FDE58,OUT046,1908.0
FDI02,OUT027,3266.0
NCC55,OUT019,-1256.0
FDR03,OUT018,3038.0
FDB14,OUT017,1630.0
FDR45,OUT013,3838.0
NCN07,OUT017,2162.0
FDM51,OUT019,-184.0
FDT52,OUT027,5348.0
FDL26,OUT046,2480.0
NCZ42,OUT046,3784.0
DRI47,OUT019,444.0
FDW40,OUT013,2306.0
FDN34,OUT046,2764.0
FDS01,OUT035,2986.0
NCG55,OUT045,1778.0
FDC11,OUT035,1538.0
FDX35,OUT018,3338.0
NCB06,OUT046,2548.0
FDR09,OUT019,2212.0
FDC53,OUT017,1678.0
FDY45,OUT013,4066.0
FDA22,OUT010,746.0
FDE02,OUT035,1666.0
FDW21,OUT045,1614.0
FDV34,OUT046,1280.0
FDS59,OUT049,1920.0
NCW17,OUT017,2134.0
NCK54,OUT046,1888.0
FDG17,OUT019,2024.0
FDG35,OUT017,2910.0
FDD08,OUT010,-1270.0
NCO07,OUT017,3430.0
FDJ10,OUT010,358.0
FDW36,OUT017,1778.0
FDW21,OUT010,-230.0
FDY19,OUT017,2002.0
DRE03,OUT013,808.0
NCC55,OUT049,736.0
FDH52,OUT010,-830.0
FDO09,OUT017,4302.0
FDU43,OUT045,3762.0
FDX09,OUT010,854.0
FDH40,OUT019,-504.0
FDW58,OUT017,1798.0
FDC47,OUT017,3682.0
NCR41,OUT035,1652.0
DRG49,OUT035,3992.0
FDC52,OUT027,3916.0
FDY13,OUT046,1252.0
FDY35,OUT013,818.0
FDI35,OUT017,2994.0
NCU18,OUT049,2344.0
FDY33,OUT018,2278.0
FDC15,OUT027,3916.0
FDU01,OUT049,3128.0
NCU42,OUT046,2704.0
NCV29,OUT018,2528.0
NCY30,OUT017,2988.0
FDQ46,OUT049,1904.0
FDG58,OUT027,3920.0
FDK33,OUT017,3490.0
NCD07,OUT045,1762.0
NCX29,OUT027,3706.0
NCT42,OUT013,2368.0
DRN59,OUT035,898.0
FDI44,OUT035,1418.0
FDA45,OUT049,2928.0
FDP31,OUT045,1030.0
FDY01,OUT046,1888.0
FDT09,OUT018,1902.0
DRH03,OUT027,2962.0
FDA36,OUT018,2698.0
NCF31,OUT017,2520.0
FDG14,OUT049,2568.0
FDG28,OUT027,5356.0
FDU14,OUT049,4072.0
FDY47,OUT019,252.0
FDI56,OUT049,1568.0
DRD01,OUT013,984.0
FDM22,OUT046,980.0
FDH33,OUT013,722.0
DRZ24,OUT013,1904.0
NCQ38,OUT046,1704.0
FDO16,OUT027,2810.0
FDU07,OUT027,3816.0
NCB07,OUT013,3076.0
FDU48,OUT045,2050.0
NCM43,OUT045,2544.0
FDR31,OUT010,426.0
DRK49,OUT018,412.0
NCI30,OUT010,1918.0
DRD60,OUT017,2972.0
NCG19,OUT046,3696.0
FDH12,OUT035,1826.0
FDM32,OUT035,1638.0
FDM27,OUT035,2642.0
NCU53,OUT027,4050.0
NCQ18,OUT046,1580.0
FDS10,OUT013,2878.0
FDB33,OUT027,3956.0
FDI12,OUT013,1446.0
NCW42,OUT013,3500.0
NCC06,OUT018,1764.0
FDW02,OUT017,2162.0
NCD43,OUT017,1766.0
FDM57,OUT018,1108.0
FDA58,OUT017,3834.0
FDK56,OUT046,2948.0
FDP52,OUT045,3630.0
FDW20,OUT018,1722.0
FDS52,OUT049,1752.0
NCT29,OUT018,1616.0
NCL54,OUT013,2796.0
FDC05,OUT045,3106.0
FDF34,OUT035,3314.0
FDP03,OUT027,3468.0
FDD32,OUT010,-522.0
FDZ10,OUT045,1978.0
FDZ40,OUT035,1046.0
FDD51,OUT018,446.0
NCY30,OUT019,956.0
FDP58,OUT017,3530.0
FDV49,OUT017,4282.0
FDY24,OUT019,-1008.0
NCO55,OUT017,1792.0
FDR13,OUT017,2022.0
FDS51,OUT017,1130.0
FDP26,OUT045,1598.0
NCB54,OUT027,3478.0
FDF32,OUT017,3226.0
FDN31,OUT018,2722.0
DRM48,OUT017,694.0
FDN20,OUT049,2816.0
DRL01,OUT046,3736.0
FDV56,OUT049,1896.0
DRH13,OUT027,3164.0
FDA03,OUT017,2470.0
FDF47,OUT027,4970.0
FDX32,OUT046,2392.0
FDX57,OUT049,1720.0
NCA30,OUT045,2914.0
FDO49,OUT013,894.0
FDL04,OUT019,-216.0
DRM48,OUT035,752.0
FDR16,OUT013,3414.0
NCC19,OUT018,2740.0
NCE42,OUT045,3642.0
FDY24,OUT017,1034.0
FDH19,OUT049,2912.0
FDJ46,OUT013,2782.0
FDN45,OUT010,1606.0
FDY08,OUT035,2390.0
FDZ37,OUT035,1598.0
NCT30,OUT045,694.0
DRY23,OUT018,446.0
NCZ30,OUT018,1654.0
FDC44,OUT018,1516.0
FDB45,OUT035,1838.0
FDY04,OUT013,2666.0
FDM27,OUT046,2572.0
FDZ43,OUT017,3954.0
FDT39,OUT019,580.0
NCC06,OUT019,132.0
FDL15,OUT027,3888.0
FDL57,OUT017,4206.0
FDU08,OUT046,1628.0
FDK40,OUT017,4278.0
FDQ12,OUT010,1710.0
FDS48,OUT017,2522.0
FDP09,OUT045,3298.0
FDW21,OUT049,1768.0
FDY25,OUT035,3022.0
DRE13,OUT017,1482.0
FDV43,OUT019,-1172.0
FDD22,OUT045,1718.0
FDM46,OUT019,-432.0
NCO30,OUT010,1006.0
FDM25,OUT046,2828.0
NCN41,OUT049,2064.0
FDU24,OUT045,1462.0
FDZ50,OUT046,2980.0
FDP45,OUT013,4042.0
NCM54,OUT045,1930.0
FDW10,OUT019,896.0
FDP20,OUT017,2154.0
FDK32,OUT046,2476.0
FDN52,OUT049,1560.0
FDM58,OUT045,1762.0
FDZ46,OUT027,3214.0
NCA18,OUT018,1576.0
FDD35,OUT046,1988.0
NCK31,OUT035,948.0
FDI40,OUT027,3080.0
FDT50,OUT019,-292.0
NCT06,OUT046,2628.0
FDT31,OUT035,3138.0
FDT45,OUT049,1000.0
FDT13,OUT045,2914.0
FDO50,OUT045,1402.0
NCU18,OUT010,298.0
NCR54,OUT049,3176.0
NCO18,OUT018,2536.0
FDU09,OUT045,906.0
FDT13,OUT018,2710.0
FDE09,OUT046,1840.0
NCK53,OUT019,-276.0
FDG45,OUT049,3480.0
DRH15,OUT035,872.0
FDO21,OUT019,1720.0
FDD14,OUT027,4334.0
FDC09,OUT046,1732.0
FDH45,OUT027,2194.0
FDV32,OUT046,1088.0
FDG12,OUT035,2106.0
FDS32,OUT013,2310.0
NCL55,OUT018,3660.0
DRE01,OUT035,3948.0
DRE15,OUT049,1372.0
NCL42,OUT045,3814.0
FDP31,OUT013,1094.0
FDN33,OUT018,1258.0
FDZ59,OUT046,2676.0
FDE45,OUT010,918.0
FDJ07,OUT013,1934.0
FDQ45,OUT018,2704.0
FDM33,OUT027,4898.0
FDO15,OUT010,-626.0
FDM46,OUT013,1494.0
FDR03,OUT045,3246.0
FDY49,OUT018,2426.0
FDQ60,OUT045,1866.0
FDW10,OUT049,2912.0
FDO51,OUT049,912.0
FDJ40,OUT018,1518.0
FDS20,OUT018,2618.0
FDU45,OUT013,1878.0
FDV02,OUT035,2838.0
FDN09,OUT046,3860.0
NCM55,OUT027,4370.0
FDN23,OUT018,2066.0
FDY31,OUT010,398.0
FDW03,OUT010,-154.0
FDD14,OUT046,2912.0
FDV23,OUT017,2102.0
DRI03,OUT045,2720.0
FDN13,OUT035,1722.0
FDF45,OUT027,2476.0
FDU46,OUT035,1614.0
FDB57,OUT049,3688.0
FDV12,OUT049,1760.0
FDQ58,OUT013,2442.0
NCA18,OUT017,1936.0
FDH52,OUT049,1168.0
FDM24,OUT018,2152.0
NCP43,OUT027,4294.0
NCO18,OUT019,904.0
FDM32,OUT017,1590.0
NCL07,OUT017,730.0
FDK03,OUT013,4058.0
FDP59,OUT017,1794.0
FDQ24,OUT049,4072.0
FDQ16,OUT018,1492.0
FDU44,OUT013,2622.0
FDH28,OUT010,-1246.0
FDV28,OUT019,-1280.0
FDM22,OUT045,874.0
FDR56,OUT046,3164.0
FDV39,OUT049,3248.0
FDU37,OUT019,-556.0
FDQ11,OUT010,2174.0
FDX02,OUT045,3470.0
NCS42,OUT018,1190.0
FDY57,OUT027,2992.0
FDB21,OUT049,3912.0
FDE28,OUT017,3758.0
FDQ55,OUT017,1974.0
FDA48,OUT049,3624.0
FDZ19,OUT045,2694.0
NCC43,OUT045,3882.0
NCV18,OUT046,1316.0
NCA42,OUT018,2236.0
FDY45,OUT046,4084.0
NCC30,OUT045,2756.0
FDM57,OUT013,1446.0
FDL09,OUT010,742.0
FDB09,OUT027,3436.0
FDT44,OUT035,2038.0
NCT06,OUT027,4028.0
FDX26,OUT049,3024.0
FDK32,OUT013,2506.0
DRA12,OUT046,2300.0
FDO46,OUT010,1118.0
FDE52,OUT013,1478.0
NCH42,OUT045,3550.0
FDV08,OUT035,858.0
FDB47,OUT018,3056.0
FDC28,OUT010,-146.0
FDD22,OUT046,1844.0
FDS07,OUT027,3276.0
DRI13,OUT045,3366.0
FDG32,OUT018,3222.0
FDU14,OUT017,4062.0
FDD28,OUT019,-912.0
NCP41,OUT017,1848.0
FDS08,OUT049,2896.0
FDX47,OUT045,2490.0
FDC53,OUT019,-244.0
FDQ19,OUT035,4002.0
FDL14,OUT045,2450.0
FDM33,OUT019,1604.0
FDA51,OUT045,1766.0
FDZ27,OUT018,546.0
FDT04,OUT046,712.0
DRC13,OUT049,2148.0
FDR16,OUT027,4862.0
FDQ03,OUT027,5206.0
FDE38,OUT035,2814.0
DRH23,OUT027,2338.0
FDT11,OUT019,1144.0
FDD09,OUT035,3006.0
FDR40,OUT045,1318.0
FDX07,OUT017,3066.0
FDR07,OUT035,1706.0
FDA51,OUT017,1950.0
FDT59,OUT019,1776.0
FDF20,OUT017,3202.0
FDR13,OUT045,1826.0
FDY26,OUT049,3496.0
FDW04,OUT017,2218.0
FDK52,OUT017,3686.0
FDN60,OUT049,2608.0
FDM09,OUT019,860.0
FDP46,OUT049,1536.0
FDB50,OUT019,-640.0
NCQ29,OUT049,4160.0
FDP16,OUT027,5318.0
FDX33,OUT018,2314.0
FDP07,OUT010,1182.0
FDN22,OUT046,4016.0
FDF39,OUT049,4296.0
FDS21,OUT017,1154.0
NCM42,OUT013,1728.0
FDK50,OUT019,728.0
DRF13,OUT027,3774.0
FDH35,OUT018,2334.0
FDP60,OUT018,1330.0
DRJ49,OUT027,3514.0
NCT42,OUT019,468.0
FDE38,OUT049,2784.0
FDI04,OUT049,3304.0
NCH54,OUT045,2418.0
FDT56,OUT049,1112.0
DRD15,OUT018,3384.0
FDV58,OUT013,3086.0
FDP21,OUT049,3136.0
FDH05,OUT013,3738.0
FDR10,OUT027,4020.0
NCP06,OUT045,2296.0
FDF33,OUT049,1840.0
DRK37,OUT013,3004.0
DRH49,OUT045,1298.0
FDT58,OUT013,2678.0
FDD41,OUT018,1438.0
FDP40,OUT018,1542.0
FDM51,OUT027,3124.0
FDO45,OUT010,-470.0
FDW33,OUT010,-226.0
FDY24,OUT045,854.0
FDB10,OUT010,1826.0
FDM40,OUT035,2378.0
NCI06,OUT017,2950.0
FDW12,OUT019,456.0
FDX48,OUT027,3950.0
NCW05,OUT027,3112.0
FDX27,OUT017,1666.0
DRM37,OUT045,3054.0
FDA38,OUT045,3758.0
FDR36,OUT046,728.0
FDZ45,OUT046,3176.0
FDG05,OUT017,2658.0
FDK28,OUT013,4102.0
FDV47,OUT045,1326.0
FDN21,OUT045,2486.0
FDP20,OUT027,3478.0
FDI35,OUT045,2826.0
DRY23,OUT013,768.0
FDA56,OUT017,2082.0
FDB09,OUT013,1998.0
NCO26,OUT027,3286.0
FDQ49,OUT018,2266.0
FDI52,OUT027,3388.0
FDZ44,OUT027,3326.0
FDZ09,OUT018,2330.0
FDY03,OUT049,1968.0
NCG42,OUT017,2160.0
DRI13,OUT027,4886.0
FDQ32,OUT013,2082.0
FDW16,OUT035,1662.0
FDU27,OUT046,828.0
FDR28,OUT010,722.0
FDQ49,OUT010,646.0
FDS37,OUT046,1896.0
FDW26,OUT018,3242.0
FDX12,OUT018,3586.0
NCP06,OUT013,2404.0
FDW45,OUT010,406.0
NCN30,OUT049,1624.0
FDN24,OUT049,984.0
NCL41,OUT027,1980.0
FDR02,OUT019,-108.0
FDD09,OUT010,966.0
FDS33,OUT010,-482.0
FDU22,OUT045,1842.0
FDI53,OUT013,2630.0
DRH01,OUT049,2892.0
FDX32,OUT013,2338.0
NCP30,OUT018,380.0
FDB60,OUT045,3046.0
FDB14,OUT049,1656.0
NCP02,OUT035,1078.0
FDJ10,OUT017,2366.0
FDG34,OUT046,1848.0
NCB18,OUT017,1504.0
FDM16,OUT049,1376.0
FDW25,OUT018,1094.0
FDB35,OUT010,-406.0
DRN11,OUT013,2268.0
FDF41,OUT019,2004.0
FDH16,OUT045,1362.0
NCQ50,OUT018,3068.0
DRH23,OUT018,628.0
DRJ37,OUT013,2432.0
DRJ24,OUT027,4342.0
FDY16,OUT035,3086.0
FDQ27,OUT045,1670.0
FDZ33,OUT045,2290.0
FDF29,OUT045,2086.0
FDA08,OUT049,2752.0
FDG31,OUT046,1104.0
FDE34,OUT019,1024.0
NCR30,OUT027,2612.0
FDV33,OUT035,4266.0
DRZ24,OUT018,1636.0
NCL54,OUT035,2866.0
FDR12,OUT049,2912.0
NCC54,OUT046,3812.0
DRN59,OUT013,780.0
FDX50,OUT019,-116.0
FDV31,OUT027,4258.0
NCA29,OUT027,4164.0
FDW60,OUT049,2976.0
FDX08,OUT017,3006.0
DRD49,OUT013,3720.0
FDD33,OUT046,3672.0
FDW35,OUT013,750.0
FDJ36,OUT017,1786.0
FDV51,OUT035,2794.0
FDW36,OUT046,1740.0
FDH35,OUT046,2656.0
NCS30,OUT027,3494.0
FDN49,OUT017,778.0
FDL08,OUT018,3612.0
FDI09,OUT013,3842.0
FDP19,OUT018,1766.0
FDU21,OUT010,-1318.0
NCP41,OUT045,1650.0
FDY10,OUT013,1838.0
FDP12,OUT018,390.0
NCN26,OUT049,1960.0
FDK44,OUT013,2782.0
FDC28,OUT049,1872.0
FDJ41,OUT027,5598.0
NCT29,OUT035,2094.0
NCH42,OUT019,1708.0
FDU60,OUT018,2424.0
FDS02,OUT045,3014.0
FDC51,OUT046,2052.0
FDU03,OUT013,2958.0
FDX39,OUT045,3330.0
NCY05,OUT010,-1322.0
NCL06,OUT027,5510.0
FDD32,OUT035,1490.0
NCN41,OUT045,1878.0
NCX53,OUT049,2360.0
FDU57,OUT019,528.0
FDQ23,OUT046,1708.0
FDQ52,OUT045,3854.0
FDC14,OUT045,662.0
FDY09,OUT035,2962.0
FDQ28,OUT045,2466.0
FDV25,OUT046,3528.0
FDJ07,OUT035,2018.0
DRB25,OUT049,1812.0
FDK52,OUT019,1672.0
FDY52,OUT027,2486.0
FDB28,OUT046,3152.0
FDT36,OUT035,746.0
FDV25,OUT017,3618.0
NCN07,OUT027,3504.0
FDC57,OUT017,3210.0
FDQ03,OUT018,3502.0
FDU23,OUT017,2770.0
NCX41,OUT035,3494.0
NCD06,OUT035,888.0
FDW08,OUT045,1630.0
NCU29,OUT017,2398.0
NCE06,OUT013,2548.0
FDV52,OUT010,-14.0
FDB02,OUT017,2958.0
NCR18,OUT045,642.0
FDK16,OUT049,1624.0
NCQ29,OUT010,2114.0
FDZ01,OUT019,-156.0
FDW27,OUT035,2658.0
FDD17,OUT018,3490.0
FDW39,OUT013,2874.0
DRH59,OUT045,1106.0
FDS52,OUT013,1678.0
FDU40,OUT027,4540.0
NCF54,OUT013,2760.0
FDH46,OUT045,1634.0
NCP14,OUT049,1744.0
FDH50,OUT049,3072.0
DRF15,OUT010,522.0
FDV27,OUT027,2898.0
NCJ06,OUT049,2024.0
FDN02,OUT018,2976.0
FDQ51,OUT049,936.0
FDQ07,OUT017,3662.0
FDS45,OUT049,1856.0
NCJ06,OUT045,1858.0
FDD36,OUT035,2034.0
FDY25,OUT045,2838.0
FDU52,OUT046,2492.0
DRK47,OUT017,3678.0
NCL30,OUT017,2134.0
FDN22,OUT035,4142.0
NCF30,OUT027,3414.0
FDK03,OUT035,4226.0
FDT45,OUT017,1018.0
NCC54,OUT027,5186.0
FDP08,OUT018,2850.0
FDU44,OUT046,2664.0
DRG39,OUT035,1010.0
FDU32,OUT049,2080.0
FDY27,OUT049,2960.0
NCP54,OUT013,1976.0
NCZ41,OUT049,2112.0
DRL49,OUT013,2300.0
FDI05,OUT018,994.0
FDY56,OUT045,3558.0
DRC13,OUT013,2060.0
NCV29,OUT017,2936.0
FDR24,OUT049,1600.0
FDZ34,OUT018,2754.0
FDP37,OUT035,2146.0
FDX08,OUT027,4318.0
FDS57,OUT045,2182.0
NCG18,OUT049,1752.0
FDK25,OUT018,2426.0
FDH53,OUT049,1488.0
DRI59,OUT018,3242.0
FDA52,OUT046,2864.0
FDT20,OUT010,-1262.0
FDE36,OUT019,748.0
FDI24,OUT017,2874.0
FDB28,OUT018,2872.0
FDV11,OUT017,2946.0
FDP01,OUT046,2524.0
FDD34,OUT027,4020.0
FDJ50,OUT027,2312.0
FDZ44,OUT013,1930.0
DRO59,OUT035,1366.0
DRB48,OUT045,638.0
FDR21,OUT018,2510.0
NCE42,OUT010,1782.0
FDO23,OUT046,1516.0
NCE30,OUT018,3048.0
FDQ22,OUT035,794.0
FDY01,OUT045,1798.0
FDS08,OUT017,2926.0
FDG28,OUT018,3664.0
FDQ51,OUT018,582.0
FDB05,OUT017,4034.0
FDO56,OUT049,2032.0
FDE02,OUT018,1194.0
FDN45,OUT017,3618.0
FDS09,OUT013,878.0
NCA54,OUT018,2584.0
FDP09,OUT010,1458.0
FDC53,OUT045,1542.0
NCM55,OUT017,3034.0
FDL09,OUT018,2438.0
FDA11,OUT019,-372.0
FDA50,OUT045,1454.0
FDC23,OUT017,2958.0
FDE22,OUT049,2656.0
FDD23,OUT046,3036.0
NCA29,OUT049,2840.0
FDK38,OUT046,2372.0
DRC13,OUT046,2012.0
NCP43,OUT049,2944.0
FDX28,OUT049,1704.0
FDF08,OUT049,1608.0
FDZ33,OUT046,2396.0
FDD10,OUT049,3000.0
FDO58,OUT017,2694.0
FDI50,OUT017,3790.0
FDO58,OUT045,2578.0
FDX08,OUT013,2910.0
NCK17,OUT010,-1250.0
FDF39,OUT035,4330.0
FDU45,OUT010,-70.0
NCJ18,OUT018,1556.0
DRC27,OUT019,1992.0
DRC25,OUT035,1514.0
FDU59,OUT035,2690.0
FDU28,OUT035,3182.0
NCP30,OUT046,700.0
FDB39,OUT018,642.0
FDE41,OUT013,1466.0
DRH11,OUT010,-1014.0
FDA58,OUT045,3654.0
FDU50,OUT046,1912.0
FDM34,OUT013,2098.0
FDM44,OUT027,3088.0
FDR39,OUT045,2846.0
FDM25,OUT045,2766.0
FDQ49,OUT049,2656.0
DRH25,OUT018,592.0
FDM09,OUT027,4188.0
FDL44,OUT019,700.0
NCR42,OUT018,260.0
DRL59,OUT046,900.0
FDX43,OUT013,2694.0
DRK47,OUT010,1646.0
FDU48,OUT018,1834.0
FDY12,OUT045,790.0
NCN43,OUT018,1672.0
NCM55,OUT018,2616.0
FDQ21,OUT027,3422.0
FDX13,OUT035,4106.0
NCK30,OUT027,5410.0
FDG20,OUT049,2928.0
DRG27,OUT017,754.0
FDY14,OUT018,3892.0
FDP59,OUT035,1842.0
FDU60,OUT017,2834.0
NCC18,OUT019,772.0
DRJ39,OUT017,3548.0
FDS07,OUT049,1928.0
FDM08,OUT027,4998.0
FDP51,OUT045,1898.0
FDU16,OUT035,1518.0
FDH12,OUT013,1730.0
DRE48,OUT010,1186.0
NCL42,OUT027,5274.0
FDR21,OUT045,2754.0
NCW29,OUT035,2226.0
FDO11,OUT013,4030.0
NCM31,OUT049,2336.0
FDV35,OUT019,560.0
FDF58,OUT017,1130.0
NCE43,OUT049,2768.0
FDA02,OUT035,2486.0
DRL37,OUT010,-1186.0
FDR24,OUT018,1242.0
FDW59,OUT049,1472.0
FDS22,OUT049,920.0
FDW24,OUT017,938.0
FDU24,OUT035,1690.0
FDA21,OUT027,4402.0
FDH58,OUT027,3318.0
FDW36,OUT018,1398.0
FDI45,OUT027,4192.0
FDU01,OUT018,2728.0
FDF35,OUT027,3168.0
FDU43,OUT019,1908.0
FDE24,OUT019,400.0
FDK50,OUT049,2720.0
FDG31,OUT045,978.0
FDC60,OUT045,1422.0
FDL36,OUT013,1482.0
FDP21,OUT013,3078.0
FDW16,OUT045,1446.0
FDX02,OUT017,3658.0
FDQ58,OUT027,3902.0
FDT51,OUT046,1860.0
FDD59,OUT049,1440.0
NCM42,OUT018,1456.0
FDA57,OUT018,414.0
FDZ48,OUT035,1938.0
FDE46,OUT045,2374.0
NCZ30,OUT019,36.0
FDB56,OUT017,3126.0
FDA25,OUT027,3158.0
FDD20,OUT013,2042.0
FDL25,OUT013,1542.0
NCO18,OUT049,2912.0
FDJ45,OUT017,698.0
FDR12,OUT035,2898.0
NCF19,OUT010,-1150.0
FDK25,OUT046,2688.0
NCR17,OUT046,1840.0
FDC52,OUT046,2500.0
NCA54,OUT017,2960.0
FDR45,OUT010,1874.0
NCM19,OUT049,1912.0
FDF39,OUT027,5646.0
FDX23,OUT049,1680.0
FDD58,OUT027,3042.0
FDX28,OUT013,1626.0
NCD31,OUT013,2592.0
FDU57,OUT018,2158.0
FDI27,OUT046,836.0
NCM42,OUT046,1744.0
FDD32,OUT027,2802.0
FDI34,OUT013,3678.0
NCM29,OUT049,2176.0
